freq : 83.33 MHz
SWR : 2.18
 Theta 	 Phi 	 Gain(dB) 	 Gain 
180 	 95 	 -80.83   	 0.00
0 	 100 	 -80.83   	 0.00
5 	 100 	 -21.08   	 0.01
10 	 100 	 -15.09   	 0.03
15 	 100 	 -11.62   	 0.07
20 	 100 	 -9.18   	 0.12
25 	 100 	 -7.33   	 0.18
30 	 100 	 -5.85   	 0.26
35 	 100 	 -4.64   	 0.34
40 	 100 	 -3.63   	 0.43
45 	 100 	 -2.79   	 0.53
50 	 100 	 -2.08   	 0.62
55 	 100 	 -1.48   	 0.71
60 	 100 	 -0.98   	 0.80
65 	 100 	 -0.57   	 0.88
70 	 100 	 -0.24   	 0.95
75 	 100 	 0.01   	 1.00
80 	 100 	 0.19   	 1.04
85 	 100 	 0.29   	 1.07
90 	 100 	 0.33   	 1.08
95 	 100 	 0.29   	 1.07
100 	 100 	 0.19   	 1.04
105 	 100 	 0.01   	 1.00
110 	 100 	 -0.24   	 0.95
115 	 100 	 -0.57   	 0.88
120 	 100 	 -0.98   	 0.80
125 	 100 	 -1.48   	 0.71
130 	 100 	 -2.08   	 0.62
135 	 100 	 -2.79   	 0.53
140 	 100 	 -3.64   	 0.43
145 	 100 	 -4.64   	 0.34
150 	 100 	 -5.85   	 0.26
155 	 100 	 -7.33   	 0.18
160 	 100 	 -9.18   	 0.12
165 	 100 	 -11.62   	 0.07
170 	 100 	 -15.09   	 0.03
175 	 100 	 -21.09   	 0.01
180 	 100 	 -80.83   	 0.00
0 	 105 	 -80.83   	 0.00
5 	 105 	 -21.08   	 0.01
10 	 105 	 -15.09   	 0.03
15 	 105 	 -11.62   	 0.07
20 	 105 	 -9.18   	 0.12
25 	 105 	 -7.33   	 0.18
30 	 105 	 -5.85   	 0.26
35 	 105 	 -4.64   	 0.34
40 	 105 	 -3.63   	 0.43
45 	 105 	 -2.79   	 0.53
50 	 105 	 -2.08   	 0.62
55 	 105 	 -1.48   	 0.71
60 	 105 	 -0.98   	 0.80
65 	 105 	 -0.57   	 0.88
70 	 105 	 -0.24   	 0.95
75 	 105 	 0.01   	 1.00
80 	 105 	 0.19   	 1.04
85 	 105 	 0.29   	 1.07
90 	 105 	 0.33   	 1.08
95 	 105 	 0.29   	 1.07
100 	 105 	 0.19   	 1.04
105 	 105 	 0.01   	 1.00
110 	 105 	 -0.24   	 0.95
115 	 105 	 -0.57   	 0.88
120 	 105 	 -0.98   	 0.80
125 	 105 	 -1.48   	 0.71
130 	 105 	 -2.08   	 0.62
135 	 105 	 -2.79   	 0.53
140 	 105 	 -3.64   	 0.43
145 	 105 	 -4.64   	 0.34
150 	 105 	 -5.85   	 0.26
155 	 105 	 -7.33   	 0.18
160 	 105 	 -9.18   	 0.12
165 	 105 	 -11.62   	 0.07
170 	 105 	 -15.09   	 0.03
175 	 105 	 -21.09   	 0.01
180 	 105 	 -80.83   	 0.00
0 	 110 	 -80.83   	 0.00
5 	 110 	 -21.08   	 0.01
10 	 110 	 -15.09   	 0.03
15 	 110 	 -11.62   	 0.07
20 	 110 	 -9.18   	 0.12
25 	 110 	 -7.33   	 0.18
30 	 110 	 -5.85   	 0.26
35 	 110 	 -4.64   	 0.34
40 	 110 	 -3.64   	 0.43
45 	 110 	 -2.79   	 0.53
50 	 110 	 -2.08   	 0.62
55 	 110 	 -1.48   	 0.71
60 	 110 	 -0.98   	 0.80
65 	 110 	 -0.57   	 0.88
70 	 110 	 -0.24   	 0.95
75 	 110 	 0.01   	 1.00
80 	 110 	 0.19   	 1.04
85 	 110 	 0.29   	 1.07
90 	 110 	 0.33   	 1.08
95 	 110 	 0.29   	 1.07
100 	 110 	 0.19   	 1.04
105 	 110 	 0.01   	 1.00
110 	 110 	 -0.24   	 0.95
115 	 110 	 -0.57   	 0.88
120 	 110 	 -0.98   	 0.80
125 	 110 	 -1.48   	 0.71
130 	 110 	 -2.08   	 0.62
135 	 110 	 -2.79   	 0.53
140 	 110 	 -3.64   	 0.43
145 	 110 	 -4.64   	 0.34
150 	 110 	 -5.85   	 0.26
155 	 110 	 -7.33   	 0.18
160 	 110 	 -9.18   	 0.12
165 	 110 	 -11.62   	 0.07
170 	 110 	 -15.09   	 0.03
175 	 110 	 -21.09   	 0.01
180 	 110 	 -80.83   	 0.00
0 	 115 	 -80.83   	 0.00
5 	 115 	 -21.08   	 0.01
10 	 115 	 -15.09   	 0.03
15 	 115 	 -11.62   	 0.07
20 	 115 	 -9.18   	 0.12
25 	 115 	 -7.33   	 0.18
30 	 115 	 -5.85   	 0.26
35 	 115 	 -4.64   	 0.34
40 	 115 	 -3.64   	 0.43
45 	 115 	 -2.79   	 0.53
50 	 115 	 -2.08   	 0.62
55 	 115 	 -1.48   	 0.71
60 	 115 	 -0.98   	 0.80
65 	 115 	 -0.57   	 0.88
70 	 115 	 -0.24   	 0.95
75 	 115 	 0.01   	 1.00
80 	 115 	 0.19   	 1.04
85 	 115 	 0.29   	 1.07
90 	 115 	 0.33   	 1.08
95 	 115 	 0.29   	 1.07
100 	 115 	 0.19   	 1.04
105 	 115 	 0.01   	 1.00
110 	 115 	 -0.24   	 0.95
115 	 115 	 -0.57   	 0.88
120 	 115 	 -0.98   	 0.80
125 	 115 	 -1.48   	 0.71
130 	 115 	 -2.08   	 0.62
135 	 115 	 -2.79   	 0.53
140 	 115 	 -3.64   	 0.43
145 	 115 	 -4.64   	 0.34
150 	 115 	 -5.85   	 0.26
155 	 115 	 -7.33   	 0.18
160 	 115 	 -9.18   	 0.12
165 	 115 	 -11.62   	 0.07
170 	 115 	 -15.09   	 0.03
175 	 115 	 -21.09   	 0.01
180 	 115 	 -80.83   	 0.00
0 	 120 	 -80.83   	 0.00
5 	 120 	 -21.08   	 0.01
10 	 120 	 -15.09   	 0.03
15 	 120 	 -11.62   	 0.07
20 	 120 	 -9.18   	 0.12
25 	 120 	 -7.33   	 0.18
30 	 120 	 -5.85   	 0.26
35 	 120 	 -4.64   	 0.34
40 	 120 	 -3.64   	 0.43
45 	 120 	 -2.79   	 0.53
50 	 120 	 -2.08   	 0.62
55 	 120 	 -1.48   	 0.71
60 	 120 	 -0.98   	 0.80
65 	 120 	 -0.57   	 0.88
70 	 120 	 -0.24   	 0.95
75 	 120 	 0.01   	 1.00
80 	 120 	 0.19   	 1.04
85 	 120 	 0.29   	 1.07
90 	 120 	 0.33   	 1.08
95 	 120 	 0.29   	 1.07
100 	 120 	 0.19   	 1.04
105 	 120 	 0.01   	 1.00
110 	 120 	 -0.24   	 0.95
115 	 120 	 -0.57   	 0.88
120 	 120 	 -0.98   	 0.80
125 	 120 	 -1.48   	 0.71
130 	 120 	 -2.08   	 0.62
135 	 120 	 -2.79   	 0.53
140 	 120 	 -3.64   	 0.43
145 	 120 	 -4.64   	 0.34
150 	 120 	 -5.85   	 0.26
155 	 120 	 -7.33   	 0.18
160 	 120 	 -9.19   	 0.12
165 	 120 	 -11.62   	 0.07
170 	 120 	 -15.10   	 0.03
175 	 120 	 -21.09   	 0.01
180 	 120 	 -80.83   	 0.00
0 	 125 	 -80.83   	 0.00
5 	 125 	 -21.08   	 0.01
10 	 125 	 -15.09   	 0.03
15 	 125 	 -11.62   	 0.07
20 	 125 	 -9.18   	 0.12
25 	 125 	 -7.33   	 0.18
30 	 125 	 -5.85   	 0.26
35 	 125 	 -4.64   	 0.34
40 	 125 	 -3.64   	 0.43
45 	 125 	 -2.79   	 0.53
50 	 125 	 -2.08   	 0.62
55 	 125 	 -1.48   	 0.71
60 	 125 	 -0.98   	 0.80
65 	 125 	 -0.57   	 0.88
70 	 125 	 -0.24   	 0.95
75 	 125 	 0.01   	 1.00
80 	 125 	 0.19   	 1.04
85 	 125 	 0.29   	 1.07
90 	 125 	 0.33   	 1.08
95 	 125 	 0.29   	 1.07
100 	 125 	 0.19   	 1.04
105 	 125 	 0.01   	 1.00
110 	 125 	 -0.24   	 0.95
115 	 125 	 -0.57   	 0.88
120 	 125 	 -0.98   	 0.80
125 	 125 	 -1.48   	 0.71
130 	 125 	 -2.08   	 0.62
135 	 125 	 -2.79   	 0.53
140 	 125 	 -3.64   	 0.43
145 	 125 	 -4.65   	 0.34
150 	 125 	 -5.86   	 0.26
155 	 125 	 -7.33   	 0.18
160 	 125 	 -9.19   	 0.12
165 	 125 	 -11.62   	 0.07
170 	 125 	 -15.10   	 0.03
175 	 125 	 -21.09   	 0.01
180 	 125 	 -80.83   	 0.00
0 	 130 	 -80.83   	 0.00
5 	 130 	 -21.08   	 0.01
10 	 130 	 -15.09   	 0.03
15 	 130 	 -11.62   	 0.07
20 	 130 	 -9.18   	 0.12
25 	 130 	 -7.33   	 0.18
30 	 130 	 -5.85   	 0.26
35 	 130 	 -4.64   	 0.34
40 	 130 	 -3.64   	 0.43
45 	 130 	 -2.79   	 0.53
50 	 130 	 -2.08   	 0.62
55 	 130 	 -1.48   	 0.71
60 	 130 	 -0.98   	 0.80
65 	 130 	 -0.57   	 0.88
70 	 130 	 -0.24   	 0.95
75 	 130 	 0.01   	 1.00
80 	 130 	 0.19   	 1.04
85 	 130 	 0.29   	 1.07
90 	 130 	 0.33   	 1.08
95 	 130 	 0.29   	 1.07
100 	 130 	 0.19   	 1.04
105 	 130 	 0.01   	 1.00
110 	 130 	 -0.24   	 0.95
115 	 130 	 -0.57   	 0.88
120 	 130 	 -0.98   	 0.80
125 	 130 	 -1.48   	 0.71
130 	 130 	 -2.08   	 0.62
135 	 130 	 -2.79   	 0.53
140 	 130 	 -3.64   	 0.43
145 	 130 	 -4.65   	 0.34
150 	 130 	 -5.86   	 0.26
155 	 130 	 -7.33   	 0.18
160 	 130 	 -9.19   	 0.12
165 	 130 	 -11.62   	 0.07
170 	 130 	 -15.10   	 0.03
175 	 130 	 -21.09   	 0.01
180 	 130 	 -80.83   	 0.00
0 	 135 	 -80.83   	 0.00
5 	 135 	 -21.08   	 0.01
10 	 135 	 -15.09   	 0.03
15 	 135 	 -11.62   	 0.07
20 	 135 	 -9.18   	 0.12
25 	 135 	 -7.33   	 0.18
30 	 135 	 -5.85   	 0.26
35 	 135 	 -4.64   	 0.34
40 	 135 	 -3.64   	 0.43
45 	 135 	 -2.79   	 0.53
50 	 135 	 -2.08   	 0.62
55 	 135 	 -1.48   	 0.71
60 	 135 	 -0.98   	 0.80
65 	 135 	 -0.57   	 0.88
70 	 135 	 -0.24   	 0.95
75 	 135 	 0.01   	 1.00
80 	 135 	 0.18   	 1.04
85 	 135 	 0.29   	 1.07
90 	 135 	 0.33   	 1.08
95 	 135 	 0.29   	 1.07
100 	 135 	 0.18   	 1.04
105 	 135 	 0.01   	 1.00
110 	 135 	 -0.24   	 0.95
115 	 135 	 -0.57   	 0.88
120 	 135 	 -0.98   	 0.80
125 	 135 	 -1.48   	 0.71
130 	 135 	 -2.08   	 0.62
135 	 135 	 -2.79   	 0.53
140 	 135 	 -3.64   	 0.43
145 	 135 	 -4.65   	 0.34
150 	 135 	 -5.86   	 0.26
155 	 135 	 -7.33   	 0.18
160 	 135 	 -9.19   	 0.12
165 	 135 	 -11.62   	 0.07
170 	 135 	 -15.10   	 0.03
175 	 135 	 -21.09   	 0.01
180 	 135 	 -80.83   	 0.00
0 	 140 	 -80.83   	 0.00
5 	 140 	 -21.08   	 0.01
10 	 140 	 -15.09   	 0.03
15 	 140 	 -11.62   	 0.07
20 	 140 	 -9.18   	 0.12
25 	 140 	 -7.33   	 0.18
30 	 140 	 -5.86   	 0.26
35 	 140 	 -4.65   	 0.34
40 	 140 	 -3.64   	 0.43
45 	 140 	 -2.79   	 0.53
50 	 140 	 -2.08   	 0.62
55 	 140 	 -1.48   	 0.71
60 	 140 	 -0.98   	 0.80
65 	 140 	 -0.57   	 0.88
70 	 140 	 -0.24   	 0.95
75 	 140 	 0.01   	 1.00
80 	 140 	 0.18   	 1.04
85 	 140 	 0.29   	 1.07
90 	 140 	 0.32   	 1.08
95 	 140 	 0.29   	 1.07
100 	 140 	 0.18   	 1.04
105 	 140 	 0.01   	 1.00
110 	 140 	 -0.24   	 0.95
115 	 140 	 -0.57   	 0.88
120 	 140 	 -0.98   	 0.80
125 	 140 	 -1.48   	 0.71
130 	 140 	 -2.08   	 0.62
135 	 140 	 -2.79   	 0.53
140 	 140 	 -3.64   	 0.43
145 	 140 	 -4.65   	 0.34
150 	 140 	 -5.86   	 0.26
155 	 140 	 -7.33   	 0.18
160 	 140 	 -9.19   	 0.12
165 	 140 	 -11.62   	 0.07
170 	 140 	 -15.10   	 0.03
175 	 140 	 -21.10   	 0.01
180 	 140 	 -80.83   	 0.00
0 	 145 	 -80.83   	 0.00
5 	 145 	 -21.08   	 0.01
10 	 145 	 -15.09   	 0.03
15 	 145 	 -11.62   	 0.07
20 	 145 	 -9.18   	 0.12
25 	 145 	 -7.33   	 0.18
30 	 145 	 -5.86   	 0.26
35 	 145 	 -4.65   	 0.34
40 	 145 	 -3.64   	 0.43
45 	 145 	 -2.79   	 0.53
50 	 145 	 -2.08   	 0.62
55 	 145 	 -1.48   	 0.71
60 	 145 	 -0.98   	 0.80
65 	 145 	 -0.57   	 0.88
70 	 145 	 -0.24   	 0.95
75 	 145 	 0.01   	 1.00
80 	 145 	 0.18   	 1.04
85 	 145 	 0.29   	 1.07
90 	 145 	 0.32   	 1.08
95 	 145 	 0.29   	 1.07
100 	 145 	 0.18   	 1.04
105 	 145 	 0.01   	 1.00
110 	 145 	 -0.24   	 0.95
115 	 145 	 -0.57   	 0.88
120 	 145 	 -0.98   	 0.80
125 	 145 	 -1.48   	 0.71
130 	 145 	 -2.08   	 0.62
135 	 145 	 -2.79   	 0.53
140 	 145 	 -3.64   	 0.43
145 	 145 	 -4.65   	 0.34
150 	 145 	 -5.86   	 0.26
155 	 145 	 -7.34   	 0.18
160 	 145 	 -9.19   	 0.12
165 	 145 	 -11.62   	 0.07
170 	 145 	 -15.10   	 0.03
175 	 145 	 -21.10   	 0.01
180 	 145 	 -80.83   	 0.00
0 	 150 	 -80.83   	 0.00
5 	 150 	 -21.08   	 0.01
10 	 150 	 -15.09   	 0.03
15 	 150 	 -11.62   	 0.07
20 	 150 	 -9.19   	 0.12
25 	 150 	 -7.33   	 0.18
30 	 150 	 -5.86   	 0.26
35 	 150 	 -4.65   	 0.34
40 	 150 	 -3.64   	 0.43
45 	 150 	 -2.79   	 0.53
50 	 150 	 -2.08   	 0.62
55 	 150 	 -1.48   	 0.71
60 	 150 	 -0.98   	 0.80
65 	 150 	 -0.57   	 0.88
70 	 150 	 -0.24   	 0.95
75 	 150 	 0.01   	 1.00
80 	 150 	 0.18   	 1.04
85 	 150 	 0.29   	 1.07
90 	 150 	 0.32   	 1.08
95 	 150 	 0.29   	 1.07
100 	 150 	 0.18   	 1.04
105 	 150 	 0.01   	 1.00
110 	 150 	 -0.24   	 0.95
115 	 150 	 -0.57   	 0.88
120 	 150 	 -0.98   	 0.80
125 	 150 	 -1.48   	 0.71
130 	 150 	 -2.08   	 0.62
135 	 150 	 -2.79   	 0.53
140 	 150 	 -3.64   	 0.43
145 	 150 	 -4.65   	 0.34
150 	 150 	 -5.86   	 0.26
155 	 150 	 -7.34   	 0.18
160 	 150 	 -9.19   	 0.12
165 	 150 	 -11.62   	 0.07
170 	 150 	 -15.10   	 0.03
175 	 150 	 -21.10   	 0.01
180 	 150 	 -80.83   	 0.00
0 	 155 	 -80.83   	 0.00
5 	 155 	 -21.08   	 0.01
10 	 155 	 -15.09   	 0.03
15 	 155 	 -11.62   	 0.07
20 	 155 	 -9.19   	 0.12
25 	 155 	 -7.33   	 0.18
30 	 155 	 -5.86   	 0.26
35 	 155 	 -4.65   	 0.34
40 	 155 	 -3.64   	 0.43
45 	 155 	 -2.79   	 0.53
50 	 155 	 -2.08   	 0.62
55 	 155 	 -1.48   	 0.71
60 	 155 	 -0.98   	 0.80
65 	 155 	 -0.57   	 0.88
70 	 155 	 -0.24   	 0.95
75 	 155 	 0.01   	 1.00
80 	 155 	 0.18   	 1.04
85 	 155 	 0.29   	 1.07
90 	 155 	 0.32   	 1.08
95 	 155 	 0.29   	 1.07
100 	 155 	 0.18   	 1.04
105 	 155 	 0.01   	 1.00
110 	 155 	 -0.24   	 0.95
115 	 155 	 -0.57   	 0.88
120 	 155 	 -0.98   	 0.80
125 	 155 	 -1.48   	 0.71
130 	 155 	 -2.08   	 0.62
135 	 155 	 -2.79   	 0.53
140 	 155 	 -3.64   	 0.43
145 	 155 	 -4.65   	 0.34
150 	 155 	 -5.86   	 0.26
155 	 155 	 -7.34   	 0.18
160 	 155 	 -9.19   	 0.12
165 	 155 	 -11.62   	 0.07
170 	 155 	 -15.10   	 0.03
175 	 155 	 -21.10   	 0.01
180 	 155 	 -80.83   	 0.00
0 	 160 	 -80.83   	 0.00
5 	 160 	 -21.08   	 0.01
10 	 160 	 -15.09   	 0.03
15 	 160 	 -11.62   	 0.07
20 	 160 	 -9.19   	 0.12
25 	 160 	 -7.33   	 0.18
30 	 160 	 -5.86   	 0.26
35 	 160 	 -4.65   	 0.34
40 	 160 	 -3.64   	 0.43
45 	 160 	 -2.79   	 0.53
50 	 160 	 -2.08   	 0.62
55 	 160 	 -1.48   	 0.71
60 	 160 	 -0.98   	 0.80
65 	 160 	 -0.57   	 0.88
70 	 160 	 -0.24   	 0.95
75 	 160 	 0.01   	 1.00
80 	 160 	 0.18   	 1.04
85 	 160 	 0.29   	 1.07
90 	 160 	 0.32   	 1.08
95 	 160 	 0.29   	 1.07
100 	 160 	 0.18   	 1.04
105 	 160 	 0.01   	 1.00
110 	 160 	 -0.24   	 0.95
115 	 160 	 -0.57   	 0.88
120 	 160 	 -0.98   	 0.80
125 	 160 	 -1.48   	 0.71
130 	 160 	 -2.08   	 0.62
135 	 160 	 -2.79   	 0.53
140 	 160 	 -3.64   	 0.43
145 	 160 	 -4.65   	 0.34
150 	 160 	 -5.86   	 0.26
155 	 160 	 -7.34   	 0.18
160 	 160 	 -9.19   	 0.12
165 	 160 	 -11.62   	 0.07
170 	 160 	 -15.10   	 0.03
175 	 160 	 -21.10   	 0.01
180 	 160 	 -80.83   	 0.00
0 	 165 	 -80.83   	 0.00
5 	 165 	 -21.08   	 0.01
10 	 165 	 -15.09   	 0.03
15 	 165 	 -11.62   	 0.07
20 	 165 	 -9.19   	 0.12
25 	 165 	 -7.33   	 0.18
30 	 165 	 -5.86   	 0.26
35 	 165 	 -4.65   	 0.34
40 	 165 	 -3.64   	 0.43
45 	 165 	 -2.79   	 0.53
50 	 165 	 -2.08   	 0.62
55 	 165 	 -1.48   	 0.71
60 	 165 	 -0.98   	 0.80
65 	 165 	 -0.57   	 0.88
70 	 165 	 -0.24   	 0.95
75 	 165 	 0.01   	 1.00
80 	 165 	 0.18   	 1.04
85 	 165 	 0.29   	 1.07
90 	 165 	 0.32   	 1.08
95 	 165 	 0.29   	 1.07
100 	 165 	 0.18   	 1.04
105 	 165 	 0.01   	 1.00
110 	 165 	 -0.25   	 0.94
115 	 165 	 -0.57   	 0.88
120 	 165 	 -0.98   	 0.80
125 	 165 	 -1.48   	 0.71
130 	 165 	 -2.08   	 0.62
135 	 165 	 -2.79   	 0.53
140 	 165 	 -3.64   	 0.43
145 	 165 	 -4.65   	 0.34
150 	 165 	 -5.86   	 0.26
155 	 165 	 -7.34   	 0.18
160 	 165 	 -9.19   	 0.12
165 	 165 	 -11.62   	 0.07
170 	 165 	 -15.10   	 0.03
175 	 165 	 -21.10   	 0.01
180 	 165 	 -80.83   	 0.00
0 	 170 	 -80.83   	 0.00
5 	 170 	 -21.08   	 0.01
10 	 170 	 -15.09   	 0.03
15 	 170 	 -11.62   	 0.07
20 	 170 	 -9.19   	 0.12
25 	 170 	 -7.33   	 0.18
30 	 170 	 -5.86   	 0.26
35 	 170 	 -4.65   	 0.34
40 	 170 	 -3.64   	 0.43
45 	 170 	 -2.79   	 0.53
50 	 170 	 -2.08   	 0.62
55 	 170 	 -1.48   	 0.71
60 	 170 	 -0.98   	 0.80
65 	 170 	 -0.57   	 0.88
70 	 170 	 -0.24   	 0.95
75 	 170 	 0.01   	 1.00
80 	 170 	 0.18   	 1.04
85 	 170 	 0.29   	 1.07
90 	 170 	 0.32   	 1.08
95 	 170 	 0.29   	 1.07
100 	 170 	 0.18   	 1.04
105 	 170 	 0.01   	 1.00
110 	 170 	 -0.25   	 0.94
115 	 170 	 -0.57   	 0.88
120 	 170 	 -0.98   	 0.80
125 	 170 	 -1.48   	 0.71
130 	 170 	 -2.08   	 0.62
135 	 170 	 -2.79   	 0.53
140 	 170 	 -3.64   	 0.43
145 	 170 	 -4.65   	 0.34
150 	 170 	 -5.86   	 0.26
155 	 170 	 -7.34   	 0.18
160 	 170 	 -9.19   	 0.12
165 	 170 	 -11.62   	 0.07
170 	 170 	 -15.10   	 0.03
175 	 170 	 -21.10   	 0.01
180 	 170 	 -80.83   	 0.00
0 	 175 	 -80.83   	 0.00
5 	 175 	 -21.08   	 0.01
10 	 175 	 -15.09   	 0.03
15 	 175 	 -11.62   	 0.07
20 	 175 	 -9.19   	 0.12
25 	 175 	 -7.33   	 0.18
30 	 175 	 -5.86   	 0.26
35 	 175 	 -4.65   	 0.34
40 	 175 	 -3.64   	 0.43
45 	 175 	 -2.79   	 0.53
50 	 175 	 -2.08   	 0.62
55 	 175 	 -1.48   	 0.71
60 	 175 	 -0.98   	 0.80
65 	 175 	 -0.57   	 0.88
70 	 175 	 -0.25   	 0.94
75 	 175 	 0.01   	 1.00
80 	 175 	 0.18   	 1.04
85 	 175 	 0.29   	 1.07
90 	 175 	 0.32   	 1.08
95 	 175 	 0.29   	 1.07
100 	 175 	 0.18   	 1.04
105 	 175 	 0.00   	 1.00
110 	 175 	 -0.25   	 0.94
115 	 175 	 -0.57   	 0.88
120 	 175 	 -0.98   	 0.80
125 	 175 	 -1.48   	 0.71
130 	 175 	 -2.08   	 0.62
135 	 175 	 -2.79   	 0.53
140 	 175 	 -3.64   	 0.43
145 	 175 	 -4.65   	 0.34
150 	 175 	 -5.86   	 0.26
155 	 175 	 -7.34   	 0.18
160 	 175 	 -9.19   	 0.12
165 	 175 	 -11.62   	 0.07
170 	 175 	 -15.10   	 0.03
175 	 175 	 -21.10   	 0.01
180 	 175 	 -80.83   	 0.00
0 	 180 	 -80.83   	 0.00
5 	 180 	 -21.08   	 0.01
10 	 180 	 -15.09   	 0.03
15 	 180 	 -11.62   	 0.07
20 	 180 	 -9.19   	 0.12
25 	 180 	 -7.33   	 0.18
30 	 180 	 -5.86   	 0.26
35 	 180 	 -4.65   	 0.34
40 	 180 	 -3.64   	 0.43
45 	 180 	 -2.79   	 0.53
50 	 180 	 -2.08   	 0.62
55 	 180 	 -1.48   	 0.71
60 	 180 	 -0.98   	 0.80
65 	 180 	 -0.57   	 0.88
70 	 180 	 -0.25   	 0.94
75 	 180 	 0.01   	 1.00
80 	 180 	 0.18   	 1.04
85 	 180 	 0.29   	 1.07
90 	 180 	 0.32   	 1.08
95 	 180 	 0.29   	 1.07
100 	 180 	 0.18   	 1.04
105 	 180 	 0.00   	 1.00
110 	 180 	 -0.25   	 0.94
115 	 180 	 -0.57   	 0.88
120 	 180 	 -0.98   	 0.80
125 	 180 	 -1.48   	 0.71
130 	 180 	 -2.08   	 0.62
135 	 180 	 -2.79   	 0.53
140 	 180 	 -3.64   	 0.43
145 	 180 	 -4.65   	 0.34
150 	 180 	 -5.86   	 0.26
155 	 180 	 -7.34   	 0.18
160 	 180 	 -9.19   	 0.12
165 	 180 	 -11.62   	 0.07
170 	 180 	 -15.10   	 0.03
175 	 180 	 -21.10   	 0.01
180 	 180 	 -80.83   	 0.00
0 	 185 	 -80.83   	 0.00
5 	 185 	 -21.08   	 0.01
10 	 185 	 -15.09   	 0.03
15 	 185 	 -11.62   	 0.07
20 	 185 	 -9.19   	 0.12
25 	 185 	 -7.33   	 0.18
30 	 185 	 -5.86   	 0.26
35 	 185 	 -4.65   	 0.34
40 	 185 	 -3.64   	 0.43
45 	 185 	 -2.79   	 0.53
50 	 185 	 -2.08   	 0.62
55 	 185 	 -1.48   	 0.71
60 	 185 	 -0.98   	 0.80
65 	 185 	 -0.57   	 0.88
70 	 185 	 -0.24   	 0.95
75 	 185 	 0.01   	 1.00
80 	 185 	 0.18   	 1.04
85 	 185 	 0.29   	 1.07
90 	 185 	 0.32   	 1.08
95 	 185 	 0.29   	 1.07
100 	 185 	 0.18   	 1.04
105 	 185 	 0.00   	 1.00
110 	 185 	 -0.25   	 0.94
115 	 185 	 -0.57   	 0.88
120 	 185 	 -0.98   	 0.80
125 	 185 	 -1.48   	 0.71
130 	 185 	 -2.08   	 0.62
135 	 185 	 -2.79   	 0.53
140 	 185 	 -3.64   	 0.43
145 	 185 	 -4.65   	 0.34
150 	 185 	 -5.86   	 0.26
155 	 185 	 -7.34   	 0.18
160 	 185 	 -9.19   	 0.12
165 	 185 	 -11.62   	 0.07
170 	 185 	 -15.10   	 0.03
175 	 185 	 -21.10   	 0.01
180 	 185 	 -80.83   	 0.00
0 	 190 	 -80.83   	 0.00
5 	 190 	 -21.08   	 0.01
10 	 190 	 -15.09   	 0.03
15 	 190 	 -11.62   	 0.07
20 	 190 	 -9.19   	 0.12
25 	 190 	 -7.33   	 0.18
30 	 190 	 -5.86   	 0.26
35 	 190 	 -4.65   	 0.34
40 	 190 	 -3.64   	 0.43
45 	 190 	 -2.79   	 0.53
50 	 190 	 -2.08   	 0.62
55 	 190 	 -1.48   	 0.71
60 	 190 	 -0.98   	 0.80
65 	 190 	 -0.57   	 0.88
70 	 190 	 -0.24   	 0.95
75 	 190 	 0.01   	 1.00
80 	 190 	 0.18   	 1.04
85 	 190 	 0.29   	 1.07
90 	 190 	 0.32   	 1.08
95 	 190 	 0.29   	 1.07
100 	 190 	 0.18   	 1.04
105 	 190 	 0.01   	 1.00
110 	 190 	 -0.25   	 0.94
115 	 190 	 -0.57   	 0.88
120 	 190 	 -0.98   	 0.80
125 	 190 	 -1.48   	 0.71
130 	 190 	 -2.08   	 0.62
135 	 190 	 -2.79   	 0.53
140 	 190 	 -3.64   	 0.43
145 	 190 	 -4.65   	 0.34
150 	 190 	 -5.86   	 0.26
155 	 190 	 -7.34   	 0.18
160 	 190 	 -9.19   	 0.12
165 	 190 	 -11.62   	 0.07
170 	 190 	 -15.10   	 0.03
175 	 190 	 -21.10   	 0.01
180 	 190 	 -80.83   	 0.00
0 	 195 	 -80.83   	 0.00
5 	 195 	 -21.08   	 0.01
10 	 195 	 -15.09   	 0.03
15 	 195 	 -11.62   	 0.07
20 	 195 	 -9.19   	 0.12
25 	 195 	 -7.33   	 0.18
30 	 195 	 -5.86   	 0.26
35 	 195 	 -4.65   	 0.34
40 	 195 	 -3.64   	 0.43
45 	 195 	 -2.79   	 0.53
50 	 195 	 -2.08   	 0.62
55 	 195 	 -1.48   	 0.71
60 	 195 	 -0.98   	 0.80
65 	 195 	 -0.57   	 0.88
70 	 195 	 -0.24   	 0.95
75 	 195 	 0.01   	 1.00
80 	 195 	 0.18   	 1.04
85 	 195 	 0.29   	 1.07
90 	 195 	 0.32   	 1.08
95 	 195 	 0.29   	 1.07
100 	 195 	 0.18   	 1.04
105 	 195 	 0.01   	 1.00
110 	 195 	 -0.25   	 0.94
115 	 195 	 -0.57   	 0.88
120 	 195 	 -0.98   	 0.80
125 	 195 	 -1.48   	 0.71
130 	 195 	 -2.08   	 0.62
135 	 195 	 -2.79   	 0.53
140 	 195 	 -3.64   	 0.43
145 	 195 	 -4.65   	 0.34
150 	 195 	 -5.86   	 0.26
155 	 195 	 -7.34   	 0.18
160 	 195 	 -9.19   	 0.12
165 	 195 	 -11.62   	 0.07
170 	 195 	 -15.10   	 0.03
175 	 195 	 -21.10   	 0.01
180 	 195 	 -80.83   	 0.00
