freq : 83.33 MHz
SWR : 1.80
 Theta 	 Phi 	 Gain(dB) 	 Gain 
25 	 100 	 -5.86   	 0.26
30 	 100 	 -4.39   	 0.36
35 	 100 	 -3.18   	 0.48
40 	 100 	 -2.17   	 0.61
45 	 100 	 -1.33   	 0.74
50 	 100 	 -0.61   	 0.87
55 	 100 	 -0.01   	 1.00
60 	 100 	 0.49   	 1.12
65 	 100 	 0.90   	 1.23
70 	 100 	 1.22   	 1.32
75 	 100 	 1.47   	 1.40
80 	 100 	 1.65   	 1.46
85 	 100 	 1.75   	 1.50
90 	 100 	 1.79   	 1.51
95 	 100 	 1.75   	 1.50
100 	 100 	 1.65   	 1.46
105 	 100 	 1.47   	 1.40
110 	 100 	 1.22   	 1.32
115 	 100 	 0.90   	 1.23
120 	 100 	 0.49   	 1.12
125 	 100 	 -0.01   	 1.00
130 	 100 	 -0.61   	 0.87
135 	 100 	 -1.33   	 0.74
140 	 100 	 -2.17   	 0.61
145 	 100 	 -3.18   	 0.48
150 	 100 	 -4.39   	 0.36
155 	 100 	 -5.86   	 0.26
160 	 100 	 -7.71   	 0.17
165 	 100 	 -10.15   	 0.10
170 	 100 	 -13.62   	 0.04
175 	 100 	 -19.61   	 0.01
180 	 100 	 -999.99   	 0.00
0 	 105 	 -999.99   	 0.00
5 	 105 	 -19.61   	 0.01
10 	 105 	 -13.62   	 0.04
15 	 105 	 -10.15   	 0.10
20 	 105 	 -7.71   	 0.17
25 	 105 	 -5.86   	 0.26
30 	 105 	 -4.39   	 0.36
35 	 105 	 -3.18   	 0.48
40 	 105 	 -2.17   	 0.61
45 	 105 	 -1.33   	 0.74
50 	 105 	 -0.61   	 0.87
55 	 105 	 -0.01   	 1.00
60 	 105 	 0.49   	 1.12
65 	 105 	 0.90   	 1.23
70 	 105 	 1.22   	 1.32
75 	 105 	 1.47   	 1.40
80 	 105 	 1.65   	 1.46
85 	 105 	 1.75   	 1.50
90 	 105 	 1.79   	 1.51
95 	 105 	 1.75   	 1.50
100 	 105 	 1.65   	 1.46
105 	 105 	 1.47   	 1.40
110 	 105 	 1.22   	 1.32
115 	 105 	 0.90   	 1.23
120 	 105 	 0.49   	 1.12
125 	 105 	 -0.01   	 1.00
130 	 105 	 -0.61   	 0.87
135 	 105 	 -1.33   	 0.74
140 	 105 	 -2.17   	 0.61
145 	 105 	 -3.18   	 0.48
150 	 105 	 -4.39   	 0.36
155 	 105 	 -5.86   	 0.26
160 	 105 	 -7.71   	 0.17
165 	 105 	 -10.15   	 0.10
170 	 105 	 -13.62   	 0.04
175 	 105 	 -19.61   	 0.01
180 	 105 	 -999.99   	 0.00
0 	 110 	 -999.99   	 0.00
5 	 110 	 -19.61   	 0.01
10 	 110 	 -13.62   	 0.04
15 	 110 	 -10.15   	 0.10
20 	 110 	 -7.71   	 0.17
25 	 110 	 -5.86   	 0.26
30 	 110 	 -4.39   	 0.36
35 	 110 	 -3.18   	 0.48
40 	 110 	 -2.17   	 0.61
45 	 110 	 -1.33   	 0.74
50 	 110 	 -0.61   	 0.87
55 	 110 	 -0.01   	 1.00
60 	 110 	 0.49   	 1.12
65 	 110 	 0.90   	 1.23
70 	 110 	 1.22   	 1.32
75 	 110 	 1.47   	 1.40
80 	 110 	 1.65   	 1.46
85 	 110 	 1.75   	 1.50
90 	 110 	 1.79   	 1.51
95 	 110 	 1.75   	 1.50
100 	 110 	 1.65   	 1.46
105 	 110 	 1.47   	 1.40
110 	 110 	 1.22   	 1.32
115 	 110 	 0.90   	 1.23
120 	 110 	 0.49   	 1.12
125 	 110 	 -0.01   	 1.00
130 	 110 	 -0.61   	 0.87
135 	 110 	 -1.33   	 0.74
140 	 110 	 -2.17   	 0.61
145 	 110 	 -3.18   	 0.48
150 	 110 	 -4.39   	 0.36
155 	 110 	 -5.86   	 0.26
160 	 110 	 -7.71   	 0.17
165 	 110 	 -10.15   	 0.10
170 	 110 	 -13.62   	 0.04
175 	 110 	 -19.61   	 0.01
180 	 110 	 -999.99   	 0.00
0 	 115 	 -999.99   	 0.00
5 	 115 	 -19.61   	 0.01
10 	 115 	 -13.62   	 0.04
15 	 115 	 -10.15   	 0.10
20 	 115 	 -7.71   	 0.17
25 	 115 	 -5.86   	 0.26
30 	 115 	 -4.39   	 0.36
35 	 115 	 -3.18   	 0.48
40 	 115 	 -2.17   	 0.61
45 	 115 	 -1.33   	 0.74
50 	 115 	 -0.61   	 0.87
55 	 115 	 -0.01   	 1.00
60 	 115 	 0.49   	 1.12
65 	 115 	 0.90   	 1.23
70 	 115 	 1.22   	 1.32
75 	 115 	 1.47   	 1.40
80 	 115 	 1.65   	 1.46
85 	 115 	 1.75   	 1.50
90 	 115 	 1.79   	 1.51
95 	 115 	 1.75   	 1.50
100 	 115 	 1.65   	 1.46
105 	 115 	 1.47   	 1.40
110 	 115 	 1.22   	 1.32
115 	 115 	 0.90   	 1.23
120 	 115 	 0.49   	 1.12
125 	 115 	 -0.01   	 1.00
130 	 115 	 -0.61   	 0.87
135 	 115 	 -1.33   	 0.74
140 	 115 	 -2.17   	 0.61
145 	 115 	 -3.18   	 0.48
150 	 115 	 -4.39   	 0.36
155 	 115 	 -5.86   	 0.26
160 	 115 	 -7.71   	 0.17
165 	 115 	 -10.15   	 0.10
170 	 115 	 -13.62   	 0.04
175 	 115 	 -19.61   	 0.01
180 	 115 	 -999.99   	 0.00
0 	 120 	 -999.99   	 0.00
5 	 120 	 -19.61   	 0.01
10 	 120 	 -13.62   	 0.04
15 	 120 	 -10.15   	 0.10
20 	 120 	 -7.71   	 0.17
25 	 120 	 -5.86   	 0.26
30 	 120 	 -4.39   	 0.36
35 	 120 	 -3.18   	 0.48
40 	 120 	 -2.17   	 0.61
45 	 120 	 -1.33   	 0.74
50 	 120 	 -0.61   	 0.87
55 	 120 	 -0.01   	 1.00
60 	 120 	 0.49   	 1.12
65 	 120 	 0.90   	 1.23
70 	 120 	 1.22   	 1.32
75 	 120 	 1.47   	 1.40
80 	 120 	 1.65   	 1.46
85 	 120 	 1.75   	 1.50
90 	 120 	 1.79   	 1.51
95 	 120 	 1.75   	 1.50
100 	 120 	 1.65   	 1.46
105 	 120 	 1.47   	 1.40
110 	 120 	 1.22   	 1.32
115 	 120 	 0.90   	 1.23
120 	 120 	 0.49   	 1.12
125 	 120 	 -0.01   	 1.00
130 	 120 	 -0.61   	 0.87
135 	 120 	 -1.33   	 0.74
140 	 120 	 -2.17   	 0.61
145 	 120 	 -3.18   	 0.48
150 	 120 	 -4.39   	 0.36
155 	 120 	 -5.86   	 0.26
160 	 120 	 -7.71   	 0.17
165 	 120 	 -10.15   	 0.10
170 	 120 	 -13.62   	 0.04
175 	 120 	 -19.61   	 0.01
180 	 120 	 -999.99   	 0.00
0 	 125 	 -999.99   	 0.00
5 	 125 	 -19.61   	 0.01
10 	 125 	 -13.62   	 0.04
15 	 125 	 -10.15   	 0.10
20 	 125 	 -7.71   	 0.17
25 	 125 	 -5.86   	 0.26
30 	 125 	 -4.39   	 0.36
35 	 125 	 -3.18   	 0.48
40 	 125 	 -2.17   	 0.61
45 	 125 	 -1.33   	 0.74
50 	 125 	 -0.61   	 0.87
55 	 125 	 -0.01   	 1.00
60 	 125 	 0.49   	 1.12
65 	 125 	 0.90   	 1.23
70 	 125 	 1.22   	 1.32
75 	 125 	 1.47   	 1.40
80 	 125 	 1.65   	 1.46
85 	 125 	 1.75   	 1.50
90 	 125 	 1.79   	 1.51
95 	 125 	 1.75   	 1.50
100 	 125 	 1.65   	 1.46
105 	 125 	 1.47   	 1.40
110 	 125 	 1.22   	 1.32
115 	 125 	 0.90   	 1.23
120 	 125 	 0.49   	 1.12
125 	 125 	 -0.01   	 1.00
130 	 125 	 -0.61   	 0.87
135 	 125 	 -1.33   	 0.74
140 	 125 	 -2.17   	 0.61
145 	 125 	 -3.18   	 0.48
150 	 125 	 -4.39   	 0.36
155 	 125 	 -5.86   	 0.26
160 	 125 	 -7.71   	 0.17
165 	 125 	 -10.15   	 0.10
170 	 125 	 -13.62   	 0.04
175 	 125 	 -19.61   	 0.01
180 	 125 	 -999.99   	 0.00
0 	 130 	 -999.99   	 0.00
5 	 130 	 -19.61   	 0.01
10 	 130 	 -13.62   	 0.04
15 	 130 	 -10.15   	 0.10
20 	 130 	 -7.71   	 0.17
25 	 130 	 -5.86   	 0.26
30 	 130 	 -4.39   	 0.36
35 	 130 	 -3.18   	 0.48
40 	 130 	 -2.17   	 0.61
45 	 130 	 -1.33   	 0.74
50 	 130 	 -0.61   	 0.87
55 	 130 	 -0.01   	 1.00
60 	 130 	 0.49   	 1.12
65 	 130 	 0.90   	 1.23
70 	 130 	 1.22   	 1.32
75 	 130 	 1.47   	 1.40
80 	 130 	 1.65   	 1.46
85 	 130 	 1.75   	 1.50
90 	 130 	 1.79   	 1.51
95 	 130 	 1.75   	 1.50
100 	 130 	 1.65   	 1.46
105 	 130 	 1.47   	 1.40
110 	 130 	 1.22   	 1.32
115 	 130 	 0.90   	 1.23
120 	 130 	 0.49   	 1.12
125 	 130 	 -0.01   	 1.00
130 	 130 	 -0.61   	 0.87
135 	 130 	 -1.33   	 0.74
140 	 130 	 -2.17   	 0.61
145 	 130 	 -3.18   	 0.48
150 	 130 	 -4.39   	 0.36
155 	 130 	 -5.86   	 0.26
160 	 130 	 -7.71   	 0.17
165 	 130 	 -10.15   	 0.10
170 	 130 	 -13.62   	 0.04
175 	 130 	 -19.61   	 0.01
180 	 130 	 -999.99   	 0.00
0 	 135 	 -999.99   	 0.00
5 	 135 	 -19.61   	 0.01
10 	 135 	 -13.62   	 0.04
15 	 135 	 -10.15   	 0.10
20 	 135 	 -7.71   	 0.17
25 	 135 	 -5.86   	 0.26
30 	 135 	 -4.39   	 0.36
35 	 135 	 -3.18   	 0.48
40 	 135 	 -2.17   	 0.61
45 	 135 	 -1.33   	 0.74
50 	 135 	 -0.61   	 0.87
55 	 135 	 -0.01   	 1.00
60 	 135 	 0.49   	 1.12
65 	 135 	 0.90   	 1.23
70 	 135 	 1.22   	 1.32
75 	 135 	 1.47   	 1.40
80 	 135 	 1.65   	 1.46
85 	 135 	 1.75   	 1.50
90 	 135 	 1.79   	 1.51
95 	 135 	 1.75   	 1.50
100 	 135 	 1.65   	 1.46
105 	 135 	 1.47   	 1.40
110 	 135 	 1.22   	 1.32
115 	 135 	 0.90   	 1.23
120 	 135 	 0.49   	 1.12
125 	 135 	 -0.01   	 1.00
130 	 135 	 -0.61   	 0.87
135 	 135 	 -1.33   	 0.74
140 	 135 	 -2.17   	 0.61
145 	 135 	 -3.18   	 0.48
150 	 135 	 -4.39   	 0.36
155 	 135 	 -5.86   	 0.26
160 	 135 	 -7.71   	 0.17
165 	 135 	 -10.15   	 0.10
170 	 135 	 -13.62   	 0.04
175 	 135 	 -19.61   	 0.01
180 	 135 	 -999.99   	 0.00
0 	 140 	 -999.99   	 0.00
5 	 140 	 -19.61   	 0.01
10 	 140 	 -13.62   	 0.04
15 	 140 	 -10.15   	 0.10
20 	 140 	 -7.71   	 0.17
25 	 140 	 -5.86   	 0.26
30 	 140 	 -4.39   	 0.36
35 	 140 	 -3.18   	 0.48
40 	 140 	 -2.17   	 0.61
45 	 140 	 -1.33   	 0.74
50 	 140 	 -0.61   	 0.87
55 	 140 	 -0.01   	 1.00
60 	 140 	 0.49   	 1.12
65 	 140 	 0.90   	 1.23
70 	 140 	 1.22   	 1.32
75 	 140 	 1.47   	 1.40
80 	 140 	 1.65   	 1.46
85 	 140 	 1.75   	 1.50
90 	 140 	 1.79   	 1.51
95 	 140 	 1.75   	 1.50
100 	 140 	 1.65   	 1.46
105 	 140 	 1.47   	 1.40
110 	 140 	 1.22   	 1.32
115 	 140 	 0.90   	 1.23
120 	 140 	 0.49   	 1.12
125 	 140 	 -0.01   	 1.00
130 	 140 	 -0.61   	 0.87
135 	 140 	 -1.33   	 0.74
140 	 140 	 -2.17   	 0.61
145 	 140 	 -3.18   	 0.48
150 	 140 	 -4.39   	 0.36
155 	 140 	 -5.86   	 0.26
160 	 140 	 -7.71   	 0.17
165 	 140 	 -10.15   	 0.10
170 	 140 	 -13.62   	 0.04
175 	 140 	 -19.61   	 0.01
180 	 140 	 -999.99   	 0.00
0 	 145 	 -999.99   	 0.00
5 	 145 	 -19.61   	 0.01
10 	 145 	 -13.62   	 0.04
15 	 145 	 -10.15   	 0.10
20 	 145 	 -7.71   	 0.17
25 	 145 	 -5.86   	 0.26
30 	 145 	 -4.39   	 0.36
35 	 145 	 -3.18   	 0.48
40 	 145 	 -2.17   	 0.61
45 	 145 	 -1.33   	 0.74
50 	 145 	 -0.61   	 0.87
55 	 145 	 -0.01   	 1.00
60 	 145 	 0.49   	 1.12
65 	 145 	 0.90   	 1.23
70 	 145 	 1.22   	 1.32
75 	 145 	 1.47   	 1.40
80 	 145 	 1.65   	 1.46
85 	 145 	 1.75   	 1.50
90 	 145 	 1.79   	 1.51
95 	 145 	 1.75   	 1.50
100 	 145 	 1.65   	 1.46
105 	 145 	 1.47   	 1.40
110 	 145 	 1.22   	 1.32
115 	 145 	 0.90   	 1.23
120 	 145 	 0.49   	 1.12
125 	 145 	 -0.01   	 1.00
130 	 145 	 -0.61   	 0.87
135 	 145 	 -1.33   	 0.74
140 	 145 	 -2.17   	 0.61
145 	 145 	 -3.18   	 0.48
150 	 145 	 -4.39   	 0.36
155 	 145 	 -5.86   	 0.26
160 	 145 	 -7.71   	 0.17
165 	 145 	 -10.15   	 0.10
170 	 145 	 -13.62   	 0.04
175 	 145 	 -19.61   	 0.01
180 	 145 	 -999.99   	 0.00
0 	 150 	 -999.99   	 0.00
5 	 150 	 -19.61   	 0.01
10 	 150 	 -13.62   	 0.04
15 	 150 	 -10.15   	 0.10
20 	 150 	 -7.71   	 0.17
25 	 150 	 -5.86   	 0.26
30 	 150 	 -4.39   	 0.36
35 	 150 	 -3.18   	 0.48
40 	 150 	 -2.17   	 0.61
45 	 150 	 -1.33   	 0.74
50 	 150 	 -0.61   	 0.87
55 	 150 	 -0.01   	 1.00
60 	 150 	 0.49   	 1.12
65 	 150 	 0.90   	 1.23
70 	 150 	 1.22   	 1.32
75 	 150 	 1.47   	 1.40
80 	 150 	 1.65   	 1.46
85 	 150 	 1.75   	 1.50
90 	 150 	 1.79   	 1.51
95 	 150 	 1.75   	 1.50
100 	 150 	 1.65   	 1.46
105 	 150 	 1.47   	 1.40
110 	 150 	 1.22   	 1.32
115 	 150 	 0.90   	 1.23
120 	 150 	 0.49   	 1.12
125 	 150 	 -0.01   	 1.00
130 	 150 	 -0.61   	 0.87
135 	 150 	 -1.33   	 0.74
140 	 150 	 -2.17   	 0.61
145 	 150 	 -3.18   	 0.48
150 	 150 	 -4.39   	 0.36
155 	 150 	 -5.86   	 0.26
160 	 150 	 -7.71   	 0.17
165 	 150 	 -10.15   	 0.10
170 	 150 	 -13.62   	 0.04
175 	 150 	 -19.61   	 0.01
180 	 150 	 -999.99   	 0.00
0 	 155 	 -999.99   	 0.00
5 	 155 	 -19.61   	 0.01
10 	 155 	 -13.62   	 0.04
15 	 155 	 -10.15   	 0.10
20 	 155 	 -7.71   	 0.17
25 	 155 	 -5.86   	 0.26
30 	 155 	 -4.39   	 0.36
35 	 155 	 -3.18   	 0.48
40 	 155 	 -2.17   	 0.61
45 	 155 	 -1.33   	 0.74
50 	 155 	 -0.61   	 0.87
55 	 155 	 -0.01   	 1.00
60 	 155 	 0.49   	 1.12
65 	 155 	 0.90   	 1.23
70 	 155 	 1.22   	 1.32
75 	 155 	 1.47   	 1.40
80 	 155 	 1.65   	 1.46
85 	 155 	 1.75   	 1.50
90 	 155 	 1.79   	 1.51
95 	 155 	 1.75   	 1.50
100 	 155 	 1.65   	 1.46
105 	 155 	 1.47   	 1.40
110 	 155 	 1.22   	 1.32
115 	 155 	 0.90   	 1.23
120 	 155 	 0.49   	 1.12
125 	 155 	 -0.01   	 1.00
130 	 155 	 -0.61   	 0.87
135 	 155 	 -1.33   	 0.74
140 	 155 	 -2.17   	 0.61
145 	 155 	 -3.18   	 0.48
150 	 155 	 -4.39   	 0.36
155 	 155 	 -5.86   	 0.26
160 	 155 	 -7.71   	 0.17
165 	 155 	 -10.15   	 0.10
170 	 155 	 -13.62   	 0.04
175 	 155 	 -19.61   	 0.01
180 	 155 	 -999.99   	 0.00
0 	 160 	 -999.99   	 0.00
5 	 160 	 -19.61   	 0.01
10 	 160 	 -13.62   	 0.04
15 	 160 	 -10.15   	 0.10
20 	 160 	 -7.71   	 0.17
25 	 160 	 -5.86   	 0.26
30 	 160 	 -4.39   	 0.36
35 	 160 	 -3.18   	 0.48
40 	 160 	 -2.17   	 0.61
45 	 160 	 -1.33   	 0.74
50 	 160 	 -0.61   	 0.87
55 	 160 	 -0.01   	 1.00
60 	 160 	 0.49   	 1.12
65 	 160 	 0.90   	 1.23
70 	 160 	 1.22   	 1.32
75 	 160 	 1.47   	 1.40
80 	 160 	 1.65   	 1.46
85 	 160 	 1.75   	 1.50
90 	 160 	 1.79   	 1.51
95 	 160 	 1.75   	 1.50
100 	 160 	 1.65   	 1.46
105 	 160 	 1.47   	 1.40
110 	 160 	 1.22   	 1.32
115 	 160 	 0.90   	 1.23
120 	 160 	 0.49   	 1.12
125 	 160 	 -0.01   	 1.00
130 	 160 	 -0.61   	 0.87
135 	 160 	 -1.33   	 0.74
140 	 160 	 -2.17   	 0.61
145 	 160 	 -3.18   	 0.48
150 	 160 	 -4.39   	 0.36
155 	 160 	 -5.86   	 0.26
160 	 160 	 -7.71   	 0.17
165 	 160 	 -10.15   	 0.10
170 	 160 	 -13.62   	 0.04
175 	 160 	 -19.61   	 0.01
180 	 160 	 -999.99   	 0.00
0 	 165 	 -999.99   	 0.00
5 	 165 	 -19.61   	 0.01
10 	 165 	 -13.62   	 0.04
15 	 165 	 -10.15   	 0.10
20 	 165 	 -7.71   	 0.17
25 	 165 	 -5.86   	 0.26
30 	 165 	 -4.39   	 0.36
35 	 165 	 -3.18   	 0.48
40 	 165 	 -2.17   	 0.61
45 	 165 	 -1.33   	 0.74
50 	 165 	 -0.61   	 0.87
55 	 165 	 -0.01   	 1.00
60 	 165 	 0.49   	 1.12
65 	 165 	 0.90   	 1.23
70 	 165 	 1.22   	 1.32
75 	 165 	 1.47   	 1.40
80 	 165 	 1.65   	 1.46
85 	 165 	 1.75   	 1.50
90 	 165 	 1.79   	 1.51
95 	 165 	 1.75   	 1.50
100 	 165 	 1.65   	 1.46
105 	 165 	 1.47   	 1.40
110 	 165 	 1.22   	 1.32
115 	 165 	 0.90   	 1.23
120 	 165 	 0.49   	 1.12
125 	 165 	 -0.01   	 1.00
130 	 165 	 -0.61   	 0.87
135 	 165 	 -1.33   	 0.74
140 	 165 	 -2.17   	 0.61
145 	 165 	 -3.18   	 0.48
150 	 165 	 -4.39   	 0.36
155 	 165 	 -5.86   	 0.26
160 	 165 	 -7.71   	 0.17
165 	 165 	 -10.15   	 0.10
170 	 165 	 -13.62   	 0.04
175 	 165 	 -19.61   	 0.01
180 	 165 	 -999.99   	 0.00
0 	 170 	 -999.99   	 0.00
5 	 170 	 -19.61   	 0.01
10 	 170 	 -13.62   	 0.04
15 	 170 	 -10.15   	 0.10
20 	 170 	 -7.71   	 0.17
25 	 170 	 -5.86   	 0.26
30 	 170 	 -4.39   	 0.36
35 	 170 	 -3.18   	 0.48
40 	 170 	 -2.17   	 0.61
45 	 170 	 -1.33   	 0.74
50 	 170 	 -0.61   	 0.87
55 	 170 	 -0.01   	 1.00
60 	 170 	 0.49   	 1.12
65 	 170 	 0.90   	 1.23
70 	 170 	 1.22   	 1.32
75 	 170 	 1.47   	 1.40
80 	 170 	 1.65   	 1.46
85 	 170 	 1.75   	 1.50
90 	 170 	 1.79   	 1.51
95 	 170 	 1.75   	 1.50
100 	 170 	 1.65   	 1.46
105 	 170 	 1.47   	 1.40
110 	 170 	 1.22   	 1.32
115 	 170 	 0.90   	 1.23
120 	 170 	 0.49   	 1.12
125 	 170 	 -0.01   	 1.00
130 	 170 	 -0.61   	 0.87
135 	 170 	 -1.33   	 0.74
140 	 170 	 -2.17   	 0.61
145 	 170 	 -3.18   	 0.48
150 	 170 	 -4.39   	 0.36
155 	 170 	 -5.86   	 0.26
160 	 170 	 -7.71   	 0.17
165 	 170 	 -10.15   	 0.10
170 	 170 	 -13.62   	 0.04
175 	 170 	 -19.61   	 0.01
180 	 170 	 -999.99   	 0.00
0 	 175 	 -999.99   	 0.00
5 	 175 	 -19.61   	 0.01
10 	 175 	 -13.62   	 0.04
15 	 175 	 -10.15   	 0.10
20 	 175 	 -7.71   	 0.17
25 	 175 	 -5.86   	 0.26
30 	 175 	 -4.39   	 0.36
35 	 175 	 -3.18   	 0.48
40 	 175 	 -2.17   	 0.61
45 	 175 	 -1.33   	 0.74
50 	 175 	 -0.61   	 0.87
55 	 175 	 -0.01   	 1.00
60 	 175 	 0.49   	 1.12
65 	 175 	 0.90   	 1.23
70 	 175 	 1.22   	 1.32
75 	 175 	 1.47   	 1.40
80 	 175 	 1.65   	 1.46
85 	 175 	 1.75   	 1.50
90 	 175 	 1.79   	 1.51
95 	 175 	 1.75   	 1.50
100 	 175 	 1.65   	 1.46
105 	 175 	 1.47   	 1.40
110 	 175 	 1.22   	 1.32
115 	 175 	 0.90   	 1.23
120 	 175 	 0.49   	 1.12
125 	 175 	 -0.01   	 1.00
130 	 175 	 -0.61   	 0.87
135 	 175 	 -1.33   	 0.74
140 	 175 	 -2.17   	 0.61
145 	 175 	 -3.18   	 0.48
150 	 175 	 -4.39   	 0.36
155 	 175 	 -5.86   	 0.26
160 	 175 	 -7.71   	 0.17
165 	 175 	 -10.15   	 0.10
170 	 175 	 -13.62   	 0.04
175 	 175 	 -19.61   	 0.01
180 	 175 	 -999.99   	 0.00
0 	 180 	 -999.99   	 0.00
5 	 180 	 -19.61   	 0.01
10 	 180 	 -13.62   	 0.04
15 	 180 	 -10.15   	 0.10
20 	 180 	 -7.71   	 0.17
25 	 180 	 -5.86   	 0.26
30 	 180 	 -4.39   	 0.36
35 	 180 	 -3.18   	 0.48
40 	 180 	 -2.17   	 0.61
45 	 180 	 -1.33   	 0.74
50 	 180 	 -0.61   	 0.87
55 	 180 	 -0.01   	 1.00
60 	 180 	 0.49   	 1.12
65 	 180 	 0.90   	 1.23
70 	 180 	 1.22   	 1.32
75 	 180 	 1.47   	 1.40
80 	 180 	 1.65   	 1.46
85 	 180 	 1.75   	 1.50
90 	 180 	 1.79   	 1.51
95 	 180 	 1.75   	 1.50
100 	 180 	 1.65   	 1.46
105 	 180 	 1.47   	 1.40
110 	 180 	 1.22   	 1.32
115 	 180 	 0.90   	 1.23
120 	 180 	 0.49   	 1.12
125 	 180 	 -0.01   	 1.00
130 	 180 	 -0.61   	 0.87
135 	 180 	 -1.33   	 0.74
140 	 180 	 -2.17   	 0.61
145 	 180 	 -3.18   	 0.48
150 	 180 	 -4.39   	 0.36
155 	 180 	 -5.86   	 0.26
160 	 180 	 -7.71   	 0.17
165 	 180 	 -10.15   	 0.10
170 	 180 	 -13.62   	 0.04
175 	 180 	 -19.61   	 0.01
180 	 180 	 -999.99   	 0.00
0 	 185 	 -999.99   	 0.00
5 	 185 	 -19.61   	 0.01
10 	 185 	 -13.62   	 0.04
15 	 185 	 -10.15   	 0.10
20 	 185 	 -7.71   	 0.17
25 	 185 	 -5.86   	 0.26
30 	 185 	 -4.39   	 0.36
35 	 185 	 -3.18   	 0.48
40 	 185 	 -2.17   	 0.61
45 	 185 	 -1.33   	 0.74
50 	 185 	 -0.61   	 0.87
55 	 185 	 -0.01   	 1.00
60 	 185 	 0.49   	 1.12
65 	 185 	 0.90   	 1.23
70 	 185 	 1.22   	 1.32
75 	 185 	 1.47   	 1.40
80 	 185 	 1.65   	 1.46
85 	 185 	 1.75   	 1.50
90 	 185 	 1.79   	 1.51
95 	 185 	 1.75   	 1.50
100 	 185 	 1.65   	 1.46
105 	 185 	 1.47   	 1.40
110 	 185 	 1.22   	 1.32
115 	 185 	 0.90   	 1.23
120 	 185 	 0.49   	 1.12
125 	 185 	 -0.01   	 1.00
130 	 185 	 -0.61   	 0.87
135 	 185 	 -1.33   	 0.74
140 	 185 	 -2.17   	 0.61
145 	 185 	 -3.18   	 0.48
150 	 185 	 -4.39   	 0.36
155 	 185 	 -5.86   	 0.26
160 	 185 	 -7.71   	 0.17
165 	 185 	 -10.15   	 0.10
170 	 185 	 -13.62   	 0.04
175 	 185 	 -19.61   	 0.01
180 	 185 	 -999.99   	 0.00
0 	 190 	 -999.99   	 0.00
5 	 190 	 -19.61   	 0.01
10 	 190 	 -13.62   	 0.04
15 	 190 	 -10.15   	 0.10
20 	 190 	 -7.71   	 0.17
25 	 190 	 -5.86   	 0.26
30 	 190 	 -4.39   	 0.36
35 	 190 	 -3.18   	 0.48
40 	 190 	 -2.17   	 0.61
45 	 190 	 -1.33   	 0.74
50 	 190 	 -0.61   	 0.87
55 	 190 	 -0.01   	 1.00
60 	 190 	 0.49   	 1.12
65 	 190 	 0.90   	 1.23
70 	 190 	 1.22   	 1.32
75 	 190 	 1.47   	 1.40
80 	 190 	 1.65   	 1.46
85 	 190 	 1.75   	 1.50
90 	 190 	 1.79   	 1.51
95 	 190 	 1.75   	 1.50
100 	 190 	 1.65   	 1.46
105 	 190 	 1.47   	 1.40
110 	 190 	 1.22   	 1.32
115 	 190 	 0.90   	 1.23
120 	 190 	 0.49   	 1.12
125 	 190 	 -0.01   	 1.00
130 	 190 	 -0.61   	 0.87
135 	 190 	 -1.33   	 0.74
140 	 190 	 -2.17   	 0.61
145 	 190 	 -3.18   	 0.48
150 	 190 	 -4.39   	 0.36
155 	 190 	 -5.86   	 0.26
160 	 190 	 -7.71   	 0.17
165 	 190 	 -10.15   	 0.10
170 	 190 	 -13.62   	 0.04
175 	 190 	 -19.61   	 0.01
180 	 190 	 -999.99   	 0.00
0 	 195 	 -999.99   	 0.00
5 	 195 	 -19.61   	 0.01
10 	 195 	 -13.62   	 0.04
15 	 195 	 -10.15   	 0.10
20 	 195 	 -7.71   	 0.17
25 	 195 	 -5.86   	 0.26
30 	 195 	 -4.39   	 0.36
35 	 195 	 -3.18   	 0.48
40 	 195 	 -2.17   	 0.61
45 	 195 	 -1.33   	 0.74
50 	 195 	 -0.61   	 0.87
55 	 195 	 -0.01   	 1.00
60 	 195 	 0.49   	 1.12
65 	 195 	 0.90   	 1.23
70 	 195 	 1.22   	 1.32
75 	 195 	 1.47   	 1.40
80 	 195 	 1.65   	 1.46
85 	 195 	 1.75   	 1.50
90 	 195 	 1.79   	 1.51
95 	 195 	 1.75   	 1.50
100 	 195 	 1.65   	 1.46
105 	 195 	 1.47   	 1.40
110 	 195 	 1.22   	 1.32
115 	 195 	 0.90   	 1.23
120 	 195 	 0.49   	 1.12
125 	 195 	 -0.01   	 1.00
130 	 195 	 -0.61   	 0.87
135 	 195 	 -1.33   	 0.74
140 	 195 	 -2.17   	 0.61
145 	 195 	 -3.18   	 0.48
150 	 195 	 -4.39   	 0.36
155 	 195 	 -5.86   	 0.26
160 	 195 	 -7.71   	 0.17
165 	 195 	 -10.15   	 0.10
170 	 195 	 -13.62   	 0.04
175 	 195 	 -19.61   	 0.01
180 	 195 	 -999.99   	 0.00
0 	 200 	 -999.99   	 0.00
5 	 200 	 -19.61   	 0.01
10 	 200 	 -13.62   	 0.04
15 	 200 	 -10.15   	 0.10
20 	 200 	 -7.71   	 0.17
25 	 200 	 -5.86   	 0.26
30 	 200 	 -4.39   	 0.36
35 	 200 	 -3.18   	 0.48
40 	 200 	 -2.17   	 0.61
45 	 200 	 -1.33   	 0.74
50 	 200 	 -0.61   	 0.87
55 	 200 	 -0.01   	 1.00
60 	 200 	 0.49   	 1.12
